/*********************************************
 * OPL 12.3 Data
 * Author: haensel
 * Creation Date: 17 Dec 2012 at 18:22:07
 *********************************************/
 // # products
 P=1;
 // holding costs
 h = [2];
 // setup costs
 pi = [40];
 // scenario tree data
 nodes = 611;
 scenarios=500;
 // scenario tree representation - structure
 // [node n - a(n) - t(n)]
tree_str = [[1, 1, 0],
[2, 1, 1],
[3, 1, 1],
[4, 1, 1],
[5, 1, 1],
[6, 1, 1],
[7, 1, 1],
[8, 1, 1],
[9, 1, 1],
[10, 1, 1],
[11, 1, 1],
[12, 2, 2],
[13, 2, 2],
[14, 2, 2],
[15, 2, 2],
[16, 2, 2],
[17, 2, 2],
[18, 2, 2],
[19, 2, 2],
[20, 2, 2],
[21, 2, 2],
[22, 3, 2],
[23, 3, 2],
[24, 3, 2],
[25, 3, 2],
[26, 3, 2],
[27, 3, 2],
[28, 3, 2],
[29, 3, 2],
[30, 3, 2],
[31, 3, 2],
[32, 4, 2],
[33, 4, 2],
[34, 4, 2],
[35, 4, 2],
[36, 4, 2],
[37, 4, 2],
[38, 4, 2],
[39, 4, 2],
[40, 4, 2],
[41, 4, 2],
[42, 5, 2],
[43, 5, 2],
[44, 5, 2],
[45, 5, 2],
[46, 5, 2],
[47, 5, 2],
[48, 5, 2],
[49, 5, 2],
[50, 5, 2],
[51, 5, 2],
[52, 6, 2],
[53, 6, 2],
[54, 6, 2],
[55, 6, 2],
[56, 6, 2],
[57, 6, 2],
[58, 6, 2],
[59, 6, 2],
[60, 6, 2],
[61, 6, 2],
[62, 7, 2],
[63, 7, 2],
[64, 7, 2],
[65, 7, 2],
[66, 7, 2],
[67, 7, 2],
[68, 7, 2],
[69, 7, 2],
[70, 7, 2],
[71, 7, 2],
[72, 8, 2],
[73, 8, 2],
[74, 8, 2],
[75, 8, 2],
[76, 8, 2],
[77, 8, 2],
[78, 8, 2],
[79, 8, 2],
[80, 8, 2],
[81, 8, 2],
[82, 9, 2],
[83, 9, 2],
[84, 9, 2],
[85, 9, 2],
[86, 9, 2],
[87, 9, 2],
[88, 9, 2],
[89, 9, 2],
[90, 9, 2],
[91, 9, 2],
[92, 10, 2],
[93, 10, 2],
[94, 10, 2],
[95, 10, 2],
[96, 10, 2],
[97, 10, 2],
[98, 10, 2],
[99, 10, 2],
[100, 10, 2],
[101, 10, 2],
[102, 11, 2],
[103, 11, 2],
[104, 11, 2],
[105, 11, 2],
[106, 11, 2],
[107, 11, 2],
[108, 11, 2],
[109, 11, 2],
[110, 11, 2],
[111, 11, 2],
[112, 12, 3],
[113, 12, 3],
[114, 12, 3],
[115, 12, 3],
[116, 12, 3],
[117, 13, 3],
[118, 13, 3],
[119, 13, 3],
[120, 13, 3],
[121, 13, 3],
[122, 14, 3],
[123, 14, 3],
[124, 14, 3],
[125, 14, 3],
[126, 14, 3],
[127, 15, 3],
[128, 15, 3],
[129, 15, 3],
[130, 15, 3],
[131, 15, 3],
[132, 16, 3],
[133, 16, 3],
[134, 16, 3],
[135, 16, 3],
[136, 16, 3],
[137, 17, 3],
[138, 17, 3],
[139, 17, 3],
[140, 17, 3],
[141, 17, 3],
[142, 18, 3],
[143, 18, 3],
[144, 18, 3],
[145, 18, 3],
[146, 18, 3],
[147, 19, 3],
[148, 19, 3],
[149, 19, 3],
[150, 19, 3],
[151, 19, 3],
[152, 20, 3],
[153, 20, 3],
[154, 20, 3],
[155, 20, 3],
[156, 20, 3],
[157, 21, 3],
[158, 21, 3],
[159, 21, 3],
[160, 21, 3],
[161, 21, 3],
[162, 22, 3],
[163, 22, 3],
[164, 22, 3],
[165, 22, 3],
[166, 22, 3],
[167, 23, 3],
[168, 23, 3],
[169, 23, 3],
[170, 23, 3],
[171, 23, 3],
[172, 24, 3],
[173, 24, 3],
[174, 24, 3],
[175, 24, 3],
[176, 24, 3],
[177, 25, 3],
[178, 25, 3],
[179, 25, 3],
[180, 25, 3],
[181, 25, 3],
[182, 26, 3],
[183, 26, 3],
[184, 26, 3],
[185, 26, 3],
[186, 26, 3],
[187, 27, 3],
[188, 27, 3],
[189, 27, 3],
[190, 27, 3],
[191, 27, 3],
[192, 28, 3],
[193, 28, 3],
[194, 28, 3],
